Run,Age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Cell_Line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,tissue,data_figure,treatment
SRR10284650,not applicable,AMPLICON,278,12516734,ATCC,PRJNA565979,SAMN13034255,Human,7154012,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997540,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site4_pegRNA2_Rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site4_pegRNA2_Rep1.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site4_pegRNA2_Rep1.fastq.gz,
SRR10284651,not applicable,AMPLICON,278,14256270,ATCC,PRJNA565979,SAMN13034254,Human,8128357,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997539,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site4_pegRNA1_Rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site4_pegRNA1_Rep3.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site4_pegRNA1_Rep3.fastq.gz,
SRR10284652,not applicable,AMPLICON,278,12201760,ATCC,PRJNA565979,SAMN13034253,Human,6969213,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997538,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site4_pegRNA1_Rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site4_pegRNA1_Rep2.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site4_pegRNA1_Rep2.fastq.gz,
SRR10284653,not applicable,AMPLICON,278,18416715,ATCC,PRJNA565979,SAMN13034252,Human,10505359,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997537,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site4_pegRNA1_Rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site4_pegRNA1_Rep1.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site4_pegRNA1_Rep1.fastq.gz,
SRR10284654,not applicable,AMPLICON,249,15343103,ATCC,PRJNA565979,SAMN13034251,Human,10121449,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997536,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA4_Rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site3_pegRNA4_Rep3.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA4_Rep3.fastq.gz,
SRR10284655,not applicable,AMPLICON,246,15987537,ATCC,PRJNA565979,SAMN13034250,Human,10550351,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997535,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA4_Rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site3_pegRNA4_Rep2.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA4_Rep2.fastq.gz,
SRR10284656,not applicable,AMPLICON,186,17479319,ATCC,PRJNA565979,SAMN13033836,Human,7913111,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997534,Illumina MiSeq,not applicable,EDFig6_a_FANCF_PE3_C8_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_a_FANCF_PE3_C8_rep2.fastq.gz,female,SRP222069,not applicable,EDFig6_a_FANCF_PE3_C8_rep2.fastq.gz,
SRR10284657,not applicable,AMPLICON,225,10593362,ATCC,PRJNA565979,SAMN13034249,Human,7051002,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997533,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA4_Rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site3_pegRNA4_Rep1.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA4_Rep1.fastq.gz,
SRR10284658,not applicable,AMPLICON,239,15670659,ATCC,PRJNA565979,SAMN13034248,Human,10414115,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997532,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA3_Rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site3_pegRNA3_Rep3.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA3_Rep3.fastq.gz,
SRR10284659,not applicable,AMPLICON,223,10756054,ATCC,PRJNA565979,SAMN13034247,Human,7162558,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997531,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA3_Rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site3_pegRNA3_Rep2.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA3_Rep2.fastq.gz,
SRR10284660,not applicable,AMPLICON,226,8940736,ATCC,PRJNA565979,SAMN13034246,Human,6022352,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997530,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA3_Rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site3_pegRNA3_Rep1.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA3_Rep1.fastq.gz,
SRR10284661,not applicable,AMPLICON,251,16214966,ATCC,PRJNA565979,SAMN13034245,Human,10669908,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997529,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA2_Rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site3_pegRNA2_Rep3.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA2_Rep3.fastq.gz,
SRR10284662,not applicable,AMPLICON,235,12838111,ATCC,PRJNA565979,SAMN13034244,Human,8518317,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997528,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA2_Rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site3_pegRNA2_Rep2.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA2_Rep2.fastq.gz,
SRR10284663,not applicable,AMPLICON,241,11175242,ATCC,PRJNA565979,SAMN13034243,Human,7399744,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997527,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA2_Rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site3_pegRNA2_Rep1.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA2_Rep1.fastq.gz,
SRR10284664,not applicable,AMPLICON,209,9140478,ATCC,PRJNA565979,SAMN13034242,Human,6120067,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997526,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA1_Rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site3_pegRNA1_Rep3.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA1_Rep3.fastq.gz,
SRR10284665,not applicable,AMPLICON,225,11115295,ATCC,PRJNA565979,SAMN13034241,Human,7388976,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997525,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA1_Rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site3_pegRNA1_Rep2.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA1_Rep2.fastq.gz,
SRR10284666,not applicable,AMPLICON,214,12946578,ATCC,PRJNA565979,SAMN13034240,Human,8613093,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997524,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA1_Rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site3_pegRNA1_Rep1.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site3_pegRNA1_Rep1.fastq.gz,
SRR10284667,not applicable,AMPLICON,184,11965158,ATCC,PRJNA565979,SAMN13033835,Human,5520339,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997523,Illumina MiSeq,not applicable,EDFig6_a_FANCF_PE3_C8_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_a_FANCF_PE3_C8_rep1.fastq.gz,female,SRP222069,not applicable,EDFig6_a_FANCF_PE3_C8_rep1.fastq.gz,
SRR10284668,not applicable,AMPLICON,275,12633461,ATCC,PRJNA565979,SAMN13034239,Human,7470430,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997522,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA4_Rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site2_pegRNA4_Rep3.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA4_Rep3.fastq.gz,
SRR10284669,not applicable,AMPLICON,278,21819736,ATCC,PRJNA565979,SAMN13034238,Human,12802759,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997521,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA4_Rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site2_pegRNA4_Rep2.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA4_Rep2.fastq.gz,
SRR10284670,not applicable,AMPLICON,279,21581739,ATCC,PRJNA565979,SAMN13034237,Human,12703575,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997520,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA4_Rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site2_pegRNA4_Rep1.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA4_Rep1.fastq.gz,
SRR10284671,not applicable,AMPLICON,279,19591253,ATCC,PRJNA565979,SAMN13034236,Human,11610784,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997519,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA3_Rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site2_pegRNA3_Rep3.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA3_Rep3.fastq.gz,
SRR10284672,not applicable,AMPLICON,270,15399893,ATCC,PRJNA565979,SAMN13034235,Human,9095923,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997518,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA3_Rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site2_pegRNA3_Rep2.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA3_Rep2.fastq.gz,
SRR10284673,not applicable,AMPLICON,279,17029462,ATCC,PRJNA565979,SAMN13034234,Human,10221308,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997517,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA3_Rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site2_pegRNA3_Rep1.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA3_Rep1.fastq.gz,
SRR10284674,not applicable,AMPLICON,278,16874258,ATCC,PRJNA565979,SAMN13034233,Human,9926307,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997516,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA2_Rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site2_pegRNA2_Rep3.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA2_Rep3.fastq.gz,
SRR10284675,not applicable,AMPLICON,279,21326081,ATCC,PRJNA565979,SAMN13034232,Human,12552905,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997515,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA2_Rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site2_pegRNA2_Rep2.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA2_Rep2.fastq.gz,
SRR10284676,not applicable,AMPLICON,279,20516358,ATCC,PRJNA565979,SAMN13034231,Human,12028989,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997514,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA2_Rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site2_pegRNA2_Rep1.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA2_Rep1.fastq.gz,
SRR10284677,not applicable,AMPLICON,278,21646018,ATCC,PRJNA565979,SAMN13034230,Human,12714344,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997513,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA1_Rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site2_pegRNA1_Rep3.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA1_Rep3.fastq.gz,
SRR10284678,not applicable,AMPLICON,188,863476,ATCC,PRJNA565979,SAMN13033834,Human,469526,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997512,Illumina MiSeq,not applicable,EDFig6_a_FANCF_PE3_C7_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_a_FANCF_PE3_C7_rep3.fastq.gz,female,SRP222069,not applicable,EDFig6_a_FANCF_PE3_C7_rep3.fastq.gz,
SRR10284679,not applicable,AMPLICON,279,20433120,ATCC,PRJNA565979,SAMN13034229,Human,11969616,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997511,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA1_Rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site2_pegRNA1_Rep2.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA1_Rep2.fastq.gz,
SRR10284680,not applicable,AMPLICON,270,29118659,ATCC,PRJNA565979,SAMN13034228,Human,17138172,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997510,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA1_Rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site2_pegRNA1_Rep1.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site2_pegRNA1_Rep1.fastq.gz,
SRR10284681,not applicable,AMPLICON,279,21831137,ATCC,PRJNA565979,SAMN13034227,Human,9854581,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997509,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA4_Rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site1_pegRNA4_Rep3.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA4_Rep3.fastq.gz,
SRR10284682,not applicable,AMPLICON,279,20609388,ATCC,PRJNA565979,SAMN13034226,Human,9308740,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997508,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA4_Rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site1_pegRNA4_Rep2.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA4_Rep2.fastq.gz,
SRR10284683,not applicable,AMPLICON,279,21195016,ATCC,PRJNA565979,SAMN13034225,Human,9572776,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997507,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA4_Rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site1_pegRNA4_Rep1.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA4_Rep1.fastq.gz,
SRR10284684,not applicable,AMPLICON,278,24323862,ATCC,PRJNA565979,SAMN13034224,Human,11006374,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997506,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA3_Rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site1_pegRNA3_Rep3.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA3_Rep3.fastq.gz,
SRR10284685,not applicable,AMPLICON,272,15137534,ATCC,PRJNA565979,SAMN13034223,Human,6880931,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997505,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA3_Rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site1_pegRNA3_Rep2.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA3_Rep2.fastq.gz,
SRR10284686,not applicable,AMPLICON,279,19257649,ATCC,PRJNA565979,SAMN13034222,Human,8911042,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997504,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA3_Rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site1_pegRNA3_Rep1.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA3_Rep1.fastq.gz,
SRR10284687,not applicable,AMPLICON,279,22981938,ATCC,PRJNA565979,SAMN13034221,Human,10356007,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997503,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA2_Rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site1_pegRNA2_Rep3.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA2_Rep3.fastq.gz,
SRR10284688,not applicable,AMPLICON,279,20852018,ATCC,PRJNA565979,SAMN13034220,Human,9413772,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997502,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA2_Rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site1_pegRNA2_Rep2.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA2_Rep2.fastq.gz,
SRR10284689,not applicable,AMPLICON,187,1012941,ATCC,PRJNA565979,SAMN13033833,Human,534542,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997501,Illumina MiSeq,not applicable,EDFig6_a_FANCF_PE3_C7_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_a_FANCF_PE3_C7_rep2.fastq.gz,female,SRP222069,not applicable,EDFig6_a_FANCF_PE3_C7_rep2.fastq.gz,
SRR10284690,not applicable,AMPLICON,279,18957443,ATCC,PRJNA565979,SAMN13034219,Human,8572315,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997500,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA2_Rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site1_pegRNA2_Rep1.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA2_Rep1.fastq.gz,
SRR10284691,not applicable,AMPLICON,276,21204276,ATCC,PRJNA565979,SAMN13034218,Human,9639338,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997499,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA1_Rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site1_pegRNA1_Rep3.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA1_Rep3.fastq.gz,
SRR10284692,not applicable,AMPLICON,279,22053180,ATCC,PRJNA565979,SAMN13034217,Human,9943758,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997498,Illumina MiSeq,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA1_Rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6h_PE3_EMX1_Site1_pegRNA1_Rep2.fastq.gz,female,SRP222069,not applicable,EDFig6h_PE3_EMX1_Site1_pegRNA1_Rep2.fastq.gz,
