Run,Age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Cell_Line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,tissue,treatment,BREED,Cell_type,Cultivar,dev_stage,Ecotype,strain
SRR17170304,not applicable,AMPLICON,200,13934369,ATCC,PRJNA770428,SAMN23794219,Human,7565628,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354039,Illumina MiSeq,not applicable,560,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A3835a_B3930c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A3835a_B3930c_r1.fastq.gz,,,,,,
SRR17170305,not applicable,AMPLICON,184,14661404,ATCC,PRJNA770428,SAMN23794121,Human,8398961,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354038,Illumina MiSeq,not applicable,462,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615c_B1705a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615c_B1705a_r1.fastq.gz,,,,,,
SRR17170306,not applicable,AMPLICON,190,18424349,ATCC,PRJNA770428,SAMN23794120,Human,10144670,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354037,Illumina MiSeq,not applicable,461,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615c_B1701c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615c_B1701c_r1.fastq.gz,,,,,,
SRR17170307,not applicable,AMPLICON,190,21111020,ATCC,PRJNA770428,SAMN23794119,Human,11788034,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354036,Illumina MiSeq,not applicable,460,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615c_B1701b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615c_B1701b_r1.fastq.gz,,,,,,
SRR17170308,not applicable,AMPLICON,179,8380562,ATCC,PRJNA770428,SAMN23793975,Human,4641948,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354035,Illumina MiSeq,not applicable,316,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1098b_B1154b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1098b_B1154b_r1.fastq.gz,,,,,,
SRR17170309,not applicable,AMPLICON,194,21586859,ATCC,PRJNA770428,SAMN23794118,Human,12052248,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354034,Illumina MiSeq,not applicable,459,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615c_B1701a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615c_B1701a_r1.fastq.gz,,,,,,
SRR17170310,not applicable,AMPLICON,224,21896968,ATCC,PRJNA770428,SAMN23794117,Human,12505871,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354033,Illumina MiSeq,not applicable,458,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615c_B1676c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615c_B1676c_r1.fastq.gz,,,,,,
SRR17170311,not applicable,AMPLICON,226,17102829,ATCC,PRJNA770428,SAMN23794116,Human,9712159,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354032,Illumina MiSeq,not applicable,457,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615c_B1676b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615c_B1676b_r1.fastq.gz,,,,,,
SRR17170312,not applicable,AMPLICON,216,19535711,ATCC,PRJNA770428,SAMN23794115,Human,11044451,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354031,Illumina MiSeq,not applicable,456,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615c_B1676a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615c_B1676a_r1.fastq.gz,,,,,,
SRR17170313,not applicable,AMPLICON,229,9354975,ATCC,PRJNA770428,SAMN23794114,Human,6056724,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354030,Illumina MiSeq,not applicable,455,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615c_B1640c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615c_B1640c_r1.fastq.gz,,,,,,
SRR17170314,not applicable,AMPLICON,241,11268142,ATCC,PRJNA770428,SAMN23794113,Human,7318704,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354029,Illumina MiSeq,not applicable,454,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615c_B1640b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615c_B1640b_r1.fastq.gz,,,,,,
SRR17170316,not applicable,AMPLICON,196,27003019,ATCC,PRJNA770428,SAMN23794111,Human,14494524,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354027,Illumina MiSeq,not applicable,452,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615b_B1705c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615b_B1705c_r1.fastq.gz,,,,,,
SRR17170317,not applicable,AMPLICON,195,25676662,ATCC,PRJNA770428,SAMN23794110,Human,13644622,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354026,Illumina MiSeq,not applicable,451,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615b_B1705b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615b_B1705b_r1.fastq.gz,,,,,,
SRR17170319,not applicable,AMPLICON,178,7580722,ATCC,PRJNA770428,SAMN23793974,Human,4188527,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354024,Illumina MiSeq,not applicable,315,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1098b_B1154a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1098b_B1154a_r1.fastq.gz,,,,,,
SRR17170320,not applicable,AMPLICON,194,21871078,ATCC,PRJNA770428,SAMN23794108,Human,11861911,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354023,Illumina MiSeq,not applicable,449,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615b_B1701c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615b_B1701c_r1.fastq.gz,,,,,,
SRR17170322,not applicable,AMPLICON,191,25363374,ATCC,PRJNA770428,SAMN23794106,Human,13782746,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354021,Illumina MiSeq,not applicable,447,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615b_B1701a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615b_B1701a_r1.fastq.gz,,,,,,
SRR17170324,not applicable,AMPLICON,219,17133103,ATCC,PRJNA770428,SAMN23794104,Human,9556975,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354019,Illumina MiSeq,not applicable,445,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615b_B1676b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615b_B1676b_r1.fastq.gz,,,,,,
SRR17170326,not applicable,AMPLICON,238,7844315,ATCC,PRJNA770428,SAMN23794102,Human,5126656,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354017,Illumina MiSeq,not applicable,443,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615b_B1640c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615b_B1640c_r1.fastq.gz,,,,,,
SRR17170329,not applicable,AMPLICON,195,29819205,ATCC,PRJNA770428,SAMN23794099,Human,15733468,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354014,Illumina MiSeq,not applicable,440,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615a_B1705c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615a_B1705c_r1.fastq.gz,,,,,,
SRR17170331,not applicable,AMPLICON,196,28806615,ATCC,PRJNA770428,SAMN23794098,Human,15236963,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354012,Illumina MiSeq,not applicable,439,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615a_B1705b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615a_B1705b_r1.fastq.gz,,,,,,
SRR17170334,not applicable,AMPLICON,191,27570105,ATCC,PRJNA770428,SAMN23794095,Human,15035906,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354009,Illumina MiSeq,not applicable,436,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615a_B1701b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615a_B1701b_r1.fastq.gz,,,,,,
SRR17170335,not applicable,AMPLICON,193,21539590,ATCC,PRJNA770428,SAMN23794094,Human,11654023,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354008,Illumina MiSeq,not applicable,435,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615a_B1701a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615a_B1701a_r1.fastq.gz,,,,,,
SRR17170337,not applicable,AMPLICON,223,16612489,ATCC,PRJNA770428,SAMN23794092,Human,9326060,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354006,Illumina MiSeq,not applicable,433,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615a_B1676b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615a_B1676b_r1.fastq.gz,,,,,,
SRR17170338,not applicable,AMPLICON,222,20002687,ATCC,PRJNA770428,SAMN23794091,Human,10936835,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354005,Illumina MiSeq,not applicable,432,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1615a_B1676a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1615a_B1676a_r1.fastq.gz,,,,,,
SRR17170341,not applicable,AMPLICON,158,5975965,ATCC,PRJNA770428,SAMN23793967,Human,3341790,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354002,Illumina MiSeq,not applicable,308,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1077b_B1154c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1077b_B1154c_r1.fastq.gz,,,,,,
SRR17170343,not applicable,AMPLICON,265,13720286,ATCC,PRJNA770428,SAMN23794037,Human,6990021,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13354000,Illumina MiSeq,not applicable,378,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1307a_B1376a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1307a_B1376a_r1.fastq.gz,,,,,,
SRR17170345,not applicable,AMPLICON,279,14195735,ATCC,PRJNA770428,SAMN23794035,Human,6997712,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353998,Illumina MiSeq,not applicable,376,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1307a_B1314b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1307a_B1314b_r1.fastq.gz,,,,,,
SRR17170347,not applicable,AMPLICON,266,15568407,ATCC,PRJNA770428,SAMN23794033,Human,7885123,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353996,Illumina MiSeq,not applicable,374,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1293c_B1376c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1293c_B1376c_r1.fastq.gz,,,,,,
SRR17170351,not applicable,AMPLICON,276,14232225,ATCC,PRJNA770428,SAMN23794029,Human,7199596,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353992,Illumina MiSeq,not applicable,370,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1293c_B1314b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1293c_B1314b_r1.fastq.gz,,,,,,
SRR17170352,not applicable,AMPLICON,161,8866945,ATCC,PRJNA770428,SAMN23793966,Human,4895776,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353991,Illumina MiSeq,not applicable,307,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1077b_B1154b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1077b_B1154b_r1.fastq.gz,,,,,,
SRR17170354,not applicable,AMPLICON,265,11905736,ATCC,PRJNA770428,SAMN23794027,Human,6180737,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353989,Illumina MiSeq,not applicable,368,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1293b_B1376c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1293b_B1376c_r1.fastq.gz,,,,,,
SRR17170355,not applicable,AMPLICON,263,11980963,ATCC,PRJNA770428,SAMN23794026,Human,6320256,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353988,Illumina MiSeq,not applicable,367,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1293b_B1376b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1293b_B1376b_r1.fastq.gz,,,,,,
SRR17170357,not applicable,AMPLICON,276,10017495,ATCC,PRJNA770428,SAMN23794024,Human,5179543,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353986,Illumina MiSeq,not applicable,365,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1293b_B1314c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1293b_B1314c_r1.fastq.gz,,,,,,
SRR17170359,not applicable,AMPLICON,278,13009924,ATCC,PRJNA770428,SAMN23794022,Human,6638827,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353984,Illumina MiSeq,not applicable,363,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1293b_B1314a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1293b_B1314a_r1.fastq.gz,,,,,,
SRR17170361,not applicable,AMPLICON,262,11997995,ATCC,PRJNA770428,SAMN23794020,Human,6151039,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353982,Illumina MiSeq,not applicable,361,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1293a_B1376b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1293a_B1376b_r1.fastq.gz,,,,,,
SRR17170363,not applicable,AMPLICON,165,10396267,ATCC,PRJNA770428,SAMN23793965,Human,5706959,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353980,Illumina MiSeq,not applicable,306,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1077b_B1154a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1077b_B1154a_r1.fastq.gz,,,,,,
SRR17170365,not applicable,AMPLICON,279,11785532,ATCC,PRJNA770428,SAMN23794017,Human,5918634,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353978,Illumina MiSeq,not applicable,358,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1293a_B1314b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1293a_B1314b_r1.fastq.gz,,,,,,
SRR17170367,not applicable,AMPLICON,265,16868853,ATCC,PRJNA770428,SAMN23794015,Human,8487908,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353976,Illumina MiSeq,not applicable,356,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1267c_B1376c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1267c_B1376c_r1.fastq.gz,,,,,,
SRR17170369,not applicable,AMPLICON,244,17266479,ATCC,PRJNA770428,SAMN23794013,Human,8938441,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353974,Illumina MiSeq,not applicable,354,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1267c_B1376a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1267c_B1376a_r1.fastq.gz,,,,,,
SRR17170371,not applicable,AMPLICON,273,15107630,ATCC,PRJNA770428,SAMN23794011,Human,7711211,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353972,Illumina MiSeq,not applicable,352,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1267c_B1314b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1267c_B1314b_r1.fastq.gz,,,,,,
SRR17170373,not applicable,AMPLICON,266,17729953,ATCC,PRJNA770428,SAMN23794009,Human,8833644,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353970,Illumina MiSeq,not applicable,350,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1267b_B1376c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1267b_B1376c_r1.fastq.gz,,,,,,
SRR17170375,not applicable,AMPLICON,267,18737596,ATCC,PRJNA770428,SAMN23794008,Human,9370906,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353968,Illumina MiSeq,not applicable,349,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1267b_B1376b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1267b_B1376b_r1.fastq.gz,,,,,,
SRR17170376,not applicable,AMPLICON,252,17501093,ATCC,PRJNA770428,SAMN23794007,Human,8933073,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353967,Illumina MiSeq,not applicable,348,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1267b_B1376a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1267b_B1376a_r1.fastq.gz,,,,,,
SRR17170378,not applicable,AMPLICON,276,12613717,ATCC,PRJNA770428,SAMN23794185,Human,6526786,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353965,Illumina MiSeq,not applicable,526,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1890c_B1962b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1890c_B1962b_r1.fastq.gz,,,,,,
SRR17170380,not applicable,AMPLICON,277,8627779,ATCC,PRJNA770428,SAMN23794183,Human,4464357,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353963,Illumina MiSeq,not applicable,524,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1890c_B1902c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1890c_B1902c_r1.fastq.gz,,,,,,
SRR17170381,not applicable,AMPLICON,277,10965497,ATCC,PRJNA770428,SAMN23794182,Human,5718182,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353962,Illumina MiSeq,not applicable,523,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1890c_B1902b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1890c_B1902b_r1.fastq.gz,,,,,,
SRR17170383,not applicable,AMPLICON,278,15263659,ATCC,PRJNA770428,SAMN23794180,Human,7825622,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353960,Illumina MiSeq,not applicable,521,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1890b_B1962c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1890b_B1962c_r1.fastq.gz,,,,,,
SRR17170385,not applicable,AMPLICON,267,13966350,ATCC,PRJNA770428,SAMN23793981,Human,7252143,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353958,Illumina MiSeq,not applicable,322,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig4_AAVS1_A1246a_B1314b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig4_AAVS1_A1246a_B1314b_r1.fastq.gz,,,,,,
